load,relative_distance,request_rate
0.100628931,1.2415583915359178,16
0.152380952,1.2881601415016577,16
0.205128205,1.3268733197614366,16
0.253968254,1.358115170264083,16
0.31372549,1.3944980014639925,16
0.355555556,1.4165809898480484,16
0.41025641,1.4419789141487804,16
0.484848485,1.4664481639735043,16
0.533333333,1.4702749459588496,16
0.592592593,1.4523910275542864,16
0.666666667,1.3923516178929487,16
0.666666667,1.3923516178929487,16
0.761904762,1.2734394204353134,16
0.761904762,1.2734394204353134,16
0.8888888890000001,1.1039508362325048,16
0.8888888890000001,1.1039508362325048,16
1.066666667,0.9239710809139392,16
1.066666667,0.9239710809139392,16
1.066666667,0.9239710809139392,16
1.066666667,0.9239710809139392,16
1.333333333,0.74618629292399,16
1.333333333,0.74618629292399,16
1.333333333,0.74618629292399,16
1.333333333,0.74618629292399,16
1.777777778,0.5679177170825436,16
1.777777778,0.5679177170825436,16
2.666666667,0.3922005088940834,16
2.666666667,0.3922005088940834,16
2.666666667,0.3922005088940834,16
5.333333333,0.2231148068898843,16
5.333333333,0.2231148068898843,16
5.333333333,0.2231148068898843,16
5.333333333,0.2231148068898843,16
5.333333333,0.2231148068898843,16
5.333333333,0.2231148068898843,16
0.100628931,1.1775815364929898,32
0.150234742,1.2110056532546267,32
0.201257862,1.2367774788503991,32
0.253968254,1.2615689197360178,32
0.304761905,1.2825868344638334,32
0.355555556,1.3016733509567753,32
0.41025641,1.3199709673911082,32
0.463768116,1.336493412679315,32
0.507936508,1.3456917921215337,32
0.561403509,1.34980234393893,32
0.62745098,1.3481871223204929,32
0.666666667,1.333044324300616,32
0.7111111109999999,1.3072230252703074,32
0.761904762,1.260381352012275,32
0.8205128209999999,1.193037865621007,32
0.8888888890000001,1.106947855148266,32
0.96969697,1.020316494377681,32
0.96969697,1.020316494377681,32
1.066666667,0.929007238920148,32
1.066666667,0.929007238920148,32
1.185185185,0.8412306705580065,32
1.185185185,0.8412306705580065,32
1.333333333,0.74874639333425,32
1.333333333,0.74874639333425,32
1.523809524,0.65681689168053,32
1.777777778,0.5673757395168296,32
2.133333333,0.4755576260679382,32
2.666666667,0.3847480301982957,32
2.666666667,0.3847480301982957,32
3.5555555560000003,0.2979070431944304,32
3.5555555560000003,0.2979070431944304,32
3.5555555560000003,0.2979070431944304,32
3.5555555560000003,0.2979070431944304,32
5.333333333,0.2126819973819654,32
5.333333333,0.2126819973819654,32
0.100156495,1.1284215344056112,64
0.150234742,1.1530456336218806,64
0.201257862,1.1723114182068657,64
0.250980392,1.188501184857646,64
0.300469484,1.2025416143477858,64
0.355555556,1.2159169471351778,64
0.402515723,1.2261475421835166,64
0.453900709,1.2366411929751162,64
0.507936508,1.247353939952147,64
0.561403509,1.254146947550342,64
0.60952381,1.2552979136880362,64
0.666666667,1.254580375684483,64
0.7111111109999999,1.2426134883002915,64
0.761904762,1.2171836367202842,64
0.8205128209999999,1.1813010014609204,64
0.8533333329999999,1.1526500792430854,64
0.927536232,1.0753828537429435,64
0.96969697,1.028855284099636,64
1.015873016,0.9822893982908704,64
1.066666667,0.9343381854660426,64
1.122807018,0.886589369641997,64
1.185185185,0.8407720743818312,64
1.2549019609999998,0.7947121924446081,64
1.2549019609999998,0.7947121924446081,64
1.523809524,0.6563179310081277,64
1.777777778,0.565053753508243,64
2.133333333,0.4724473087843396,64
2.37037037,0.4277238838172597,64
2.666666667,0.3819353765791602,64
3.047619048,0.3368052896188769,64
3.047619048,0.3368052896188769,64
3.5555555560000003,0.2927949691090022,64
3.5555555560000003,0.2927949691090022,64
4.266666667,0.2472152640533305,64
4.266666667,0.2472152640533305,64
0.100156495,1.0922339977548887,128
0.150234742,1.1089679355906787,128
0.200312989,1.1228960138184012,128
0.250980392,1.134832677301888,128
0.300469484,1.1440602302717118,128
0.35261708,1.1521622536279332,128
0.402515723,1.160402572906503,128
0.453900709,1.1658430032034235,128
0.501960784,1.170316748093789,128
0.554112554,1.1742530283178498,128
0.600938967,1.1753580755688244,128
0.656410256,1.1735806547766665,128
0.7111111109999999,1.1683298775210944,128
0.761904762,1.156576837162951,128
0.8050314470000001,1.1427348330323313,128
0.8533333329999999,1.1191720367629598,128
0.907801418,1.0834889076733047,128
0.96969697,1.0324006977060158,128
1.015873016,0.9905308841765742,128
1.066666667,0.9460962671221922,128
1.122807018,0.9016701019982608,128
1.153153153,0.8780038433066585,128
1.219047619,0.8312045095382904,128
1.2549019609999998,0.8076830957102703,128
1.523809524,0.6665834890298675,128
1.777777778,0.5729822278141791,128
2.031746032,0.503348040825923,128
2.37037037,0.4330244479572248,128
2.509803922,0.4100965578098777,128
2.844444444,0.3635854880224795,128
3.047619048,0.3403375380892387,128
3.282051282,0.3166505054053967,128
3.5555555560000003,0.2938463658971816,128
3.878787879,0.2711757375847001,128
4.266666667,0.2485521675921609,128
0.100039078,1.065911977867995,256
0.150234742,1.0773434917480091,256
0.200312989,1.0864017948705154,256
0.250244379,1.09376255980128,256
0.300469484,1.0995039612141893,256
0.351165981,1.104454503688954,256
0.400625978,1.1086506477760176,256
0.451499118,1.1113711505715418,256
0.501960784,1.1134190308783425,256
0.550537634,1.1142167144108883,256
0.600938967,1.113014883409924,256
0.651399491,1.1122676549714383,256
0.70523416,1.105646636149221,256
0.755162242,1.0979467782651675,256
0.8050314470000001,1.085925569289848,256
0.8533333329999999,1.0695181031795435,256
0.907801418,1.043917804311235,256
0.958801498,1.014236128941687,256
1.003921569,0.9835206856311836,256
1.053497942,0.9462235854754034,256
1.108225108,0.9047714326051444,256
1.153153153,0.8710300049733756,256
1.201877934,0.8363412824493693,256
1.2549019609999998,0.8010956155985766,256
1.523809524,0.6610248646952188,256
1.777777778,0.5670483038591421,256
2.031746032,0.4972349360114487,256
2.306306306,0.4392134757854737,256
2.509803922,0.4043386279234959,256
2.752688172,0.3694345262876894,256
3.047619048,0.3343814745564654,256
3.282051282,0.3111424093781577,256
3.5555555560000003,0.2884173414505326,256
3.878787879,0.2650234975314079,256
4.063492063,0.2539318502367844,256
0.100039078,1.0462695774789137,512
0.150102609,1.0538340716834276,512
0.200078156,1.0596239782403274,512
0.250244379,1.0642761214438643,512
0.300469484,1.0675154702029213,512
0.350444901,1.069969904516798,512
0.400625978,1.071622385489812,512
0.450307828,1.0724009657981903,512
0.500488759,1.072598830912554,512
0.550537634,1.071495967001746,512
0.600938967,1.0693372435064836,512
0.651399491,1.0655919568213117,512
0.702331962,1.059766362567953,512
0.751835536,1.0526156893979228,512
0.801251956,1.0433581264936893,512
0.8533333329999999,1.0296993720921996,512
0.902998236,1.0122717770827117,512
0.953445065,0.9899292713830208,512
1.003921569,0.9631682862566324,512
1.053497942,0.9342127163783092,512
1.101075269,0.9036738972707584,512
1.153153153,0.8686079075705184,512
1.201877934,0.8358307333949705,512
1.2549019609999998,0.8017713363611708,512
1.510324484,0.6670024571499876,512
1.759450172,0.5731642779741074,512
2.007843137,0.5028956854856872,512
2.275555556,0.4445403915399566,512
2.509803922,0.4035329670887707,512
2.752688172,0.3686987785389167,512
3.047619048,0.3335378974862922,512
3.282051282,0.3103773941915681,512
3.5555555560000003,0.2871165669580715,512
3.792592593,0.2694131152921424,512
4.063492063,0.2523232760261334,512
